Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","658","Coffee, substitutes containing coffee","2018","2018","tonnes","500367","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","658","Coffee, substitutes containing coffee","2018","2018","1000 US$","334453","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","813","Coir","2018","2018","tonnes","616","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","813","Coir","2018","2018","1000 US$","695","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","251","Copra","2018","2018","tonnes","8855","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","251","Copra","2018","2018","1000 US$","10335","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","767","Cotton lint","2018","2018","tonnes","605984","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","767","Cotton lint","2018","2018","1000 US$","1048967","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","767","Cotton lint","2018","2018","tonnes","11719","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","767","Cotton lint","2018","2018","1000 US$","19361","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","770","Cotton linter","2018","2018","tonnes","31","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","770","Cotton linter","2018","2018","1000 US$","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","769","Cotton waste","2018","2018","tonnes","8987","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","769","Cotton waste","2018","2018","1000 US$","3968","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","769","Cotton waste","2018","2018","tonnes","44750","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","769","Cotton waste","2018","2018","1000 US$","57127","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","768","Cotton, carded, combed","2018","2018","tonnes","344","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","768","Cotton, carded, combed","2018","2018","1000 US$","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","768","Cotton, carded, combed","2018","2018","tonnes","135","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","768","Cotton, carded, combed","2018","2018","1000 US$","123","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","329","Cottonseed","2018","2018","tonnes","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","329","Cottonseed","2018","2018","1000 US$","20","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1293","Crude materials","2018","2018","1000 US$","63719","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1293","Crude materials","2018","2018","1000 US$","99776","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","397","Cucumbers and gherkins","2018","2018","tonnes","65226","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","397","Cucumbers and gherkins","2018","2018","1000 US$","11539","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","397","Cucumbers and gherkins","2018","2018","tonnes","59","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","397","Cucumbers and gherkins","2018","2018","1000 US$","19","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","550","Currants","2018","2018","tonnes","12","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","550","Currants","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","577","Dates","2018","2018","tonnes","10043","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","577","Dates","2018","2018","1000 US$","13011","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","577","Dates","2018","2018","tonnes","136482","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","577","Dates","2018","2018","1000 US$","112731","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","654","Dregs from brewing, distillation","2018","2018","tonnes","393","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","654","Dregs from brewing, distillation","2018","2018","1000 US$","356","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1064","Eggs, dried","2018","2018","tonnes","961","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1064","Eggs, dried","2018","2018","1000 US$","3185","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1062","Eggs, hen, in shell","2018","2018","tonnes","409","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1062","Eggs, hen, in shell","2018","2018","1000 US$","1569","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1062","Eggs, hen, in shell","2018","2018","tonnes","5506","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1062","Eggs, hen, in shell","2018","2018","1000 US$","9494","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1063","Eggs, liquid","2018","2018","tonnes","117","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1063","Eggs, liquid","2018","2018","1000 US$","575","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1063","Eggs, liquid","2018","2018","tonnes","431","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1063","Eggs, liquid","2018","2018","1000 US$","588","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1091","Eggs, other bird, in shell","2018","2018","tonnes","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1091","Eggs, other bird, in shell","2018","2018","1000 US$","9","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1091","Eggs, other bird, in shell","2018","2018","tonnes","2124","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1091","Eggs, other bird, in shell","2018","2018","1000 US$","3443","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1243","Fat nes, prepared","2018","2018","tonnes","8721","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1243","Fat nes, prepared","2018","2018","1000 US$","19268","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1243","Fat nes, prepared","2018","2018","tonnes","2167","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1243","Fat nes, prepared","2018","2018","1000 US$","2871","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1060","Fat, liver prepared (foie gras)","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1060","Fat, liver prepared (foie gras)","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1276","Fatty acids","2018","2018","tonnes","95681","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1276","Fatty acids","2018","2018","1000 US$","36479","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1276","Fatty acids","2018","2018","tonnes","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1276","Fatty acids","2018","2018","1000 US$","15","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1277","Fatty substance residues","2018","2018","tonnes","3074","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1277","Fatty substance residues","2018","2018","1000 US$","1280","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","846","Feed and meal, gluten","2018","2018","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","846","Feed and meal, gluten","2018","2018","1000 US$","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","846","Feed and meal, gluten","2018","2018","tonnes","1617","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","846","Feed and meal, gluten","2018","2018","1000 US$","1754","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","845","Feed, compound nes","2018","2018","tonnes","20617","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","845","Feed, compound nes","2018","2018","1000 US$","65935","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","845","Feed, compound nes","2018","2018","tonnes","26933","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","845","Feed, compound nes","2018","2018","1000 US$","6974","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","652","Feed, vegetable products nes","2018","2018","tonnes","23096","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","652","Feed, vegetable products nes","2018","2018","1000 US$","2426","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","652","Feed, vegetable products nes","2018","2018","tonnes","8812","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","652","Feed, vegetable products nes","2018","2018","1000 US$","1726","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","821","Fibre crops nes","2018","2018","tonnes","639","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","821","Fibre crops nes","2018","2018","1000 US$","1596","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","821","Fibre crops nes","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","821","Fibre crops nes","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","569","Figs","2018","2018","tonnes","136","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","569","Figs","2018","2018","1000 US$","246","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","569","Figs","2018","2018","tonnes","91","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","569","Figs","2018","2018","1000 US$","469","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","773","Flax fibre and tow","2018","2018","tonnes","657","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","773","Flax fibre and tow","2018","2018","1000 US$","1845","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","771","Flax fibre raw","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","771","Flax fibre raw","2018","2018","1000 US$","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","774","Flax tow waste","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","774","Flax tow waste","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","774","Flax tow waste","2018","2018","tonnes","463","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","774","Flax tow waste","2018","2018","1000 US$","453","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","126","Flour, cassava","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","126","Flour, cassava","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","111","Flour, cereals","2018","2018","tonnes","731","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","111","Flour, cereals","2018","2018","1000 US$","87","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","111","Flour, cereals","2018","2018","tonnes","8045","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","111","Flour, cereals","2018","2018","1000 US$","6113","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","58","Flour, maize","2018","2018","tonnes","605","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","58","Flour, maize","2018","2018","1000 US$","223","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","58","Flour, maize","2018","2018","tonnes","46759","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","58","Flour, maize","2018","2018","1000 US$","4379","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","295","Flour, mustard","2018","2018","tonnes","162","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","295","Flour, mustard","2018","2018","1000 US$","394","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","295","Flour, mustard","2018","2018","tonnes","8","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","295","Flour, mustard","2018","2018","1000 US$","13","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","117","Flour, potatoes","2018","2018","tonnes","4251","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","117","Flour, potatoes","2018","2018","1000 US$","5594","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","117","Flour, potatoes","2018","2018","tonnes","30","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","117","Flour, potatoes","2018","2018","1000 US$","47","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","212","Flour, pulses","2018","2018","tonnes","82","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","212","Flour, pulses","2018","2018","1000 US$","27","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","16","Flour, wheat","2018","2018","tonnes","965","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","16","Flour, wheat","2018","2018","1000 US$","270","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","16","Flour, wheat","2018","2018","tonnes","494215","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","16","Flour, wheat","2018","2018","1000 US$","119729","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1232","Food prep nes","2018","2018","tonnes","25522","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1232","Food prep nes","2018","2018","1000 US$","84175","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1232","Food prep nes","2018","2018","tonnes","14727","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1232","Food prep nes","2018","2018","1000 US$","28424","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","115","Food preparations, flour, malt extract","2018","2018","tonnes","13209","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","115","Food preparations, flour, malt extract","2018","2018","1000 US$","35887","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","115","Food preparations, flour, malt extract","2018","2018","tonnes","3117","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","115","Food preparations, flour, malt extract","2018","2018","1000 US$","10048","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","651","Forage products","2018","2018","tonnes","367","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","651","Forage products","2018","2018","1000 US$","43","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","166","Fructose and syrup, other","2018","2018","tonnes","68","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","166","Fructose and syrup, other","2018","2018","1000 US$","56","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","166","Fructose and syrup, other","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","166","Fructose and syrup, other","2018","2018","1000 US$","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","626","Fruit, cooked, homogenized preparations","2018","2018","tonnes","23","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","626","Fruit, cooked, homogenized preparations","2018","2018","1000 US$","50","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","626","Fruit, cooked, homogenized preparations","2018","2018","tonnes","144","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","626","Fruit, cooked, homogenized preparations","2018","2018","1000 US$","317","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","620","Fruit, dried nes","2018","2018","tonnes","19660","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","620","Fruit, dried nes","2018","2018","1000 US$","11316","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","620","Fruit, dried nes","2018","2018","tonnes","3819","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","620","Fruit, dried nes","2018","2018","1000 US$","29502","*","Unofficial figure"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","619","Fruit, fresh nes","2018","2018","tonnes","33823","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","619","Fruit, fresh nes","2018","2018","1000 US$","18805","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","619","Fruit, fresh nes","2018","2018","tonnes","4686","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","619","Fruit, fresh nes","2018","2018","1000 US$","5892","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","623","Fruit, prepared nes","2018","2018","tonnes","10922","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","623","Fruit, prepared nes","2018","2018","1000 US$","8769","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","623","Fruit, prepared nes","2018","2018","tonnes","2284","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","623","Fruit, prepared nes","2018","2018","1000 US$","6057","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","603","Fruit, tropical fresh nes","2018","2018","tonnes","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","603","Fruit, tropical fresh nes","2018","2018","1000 US$","5","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","406","Garlic","2018","2018","tonnes","37575","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","406","Garlic","2018","2018","1000 US$","35938","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","406","Garlic","2018","2018","tonnes","457","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","406","Garlic","2018","2018","1000 US$","703","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","720","Ginger","2018","2018","tonnes","92824","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","720","Ginger","2018","2018","1000 US$","82526","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","720","Ginger","2018","2018","tonnes","262","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","720","Ginger","2018","2018","1000 US$","627","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","172","Glucose and dextrose","2018","2018","tonnes","14269","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","172","Glucose and dextrose","2018","2018","1000 US$","8127","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","172","Glucose and dextrose","2018","2018","tonnes","37268","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","172","Glucose and dextrose","2018","2018","1000 US$","39060","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5908","Export Quantity","1016","Goats","2018","2018","Head","300","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1016","Goats","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1016","Goats","2018","2018","1000 US$","27","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","560","Grapes","2018","2018","tonnes","179244","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","560","Grapes","2018","2018","1000 US$","105297","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","560","Grapes","2018","2018","tonnes","12","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","560","Grapes","2018","2018","1000 US$","7","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","994","Grease incl. lanolin wool","2018","2018","tonnes","92","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","994","Grease incl. lanolin wool","2018","2018","1000 US$","556","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","994","Grease incl. lanolin wool","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","994","Grease incl. lanolin wool","2018","2018","1000 US$","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","246","Groundnuts, prepared","2018","2018","tonnes","26","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","246","Groundnuts, prepared","2018","2018","1000 US$","70","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","246","Groundnuts, prepared","2018","2018","tonnes","239","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","246","Groundnuts, prepared","2018","2018","1000 US$","628","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","243","Groundnuts, shelled","2018","2018","tonnes","7653","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","243","Groundnuts, shelled","2018","2018","1000 US$","7409","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1218","Hair, fine","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1218","Hair, fine","2018","2018","1000 US$","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1218","Hair, fine","2018","2018","tonnes","121","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1218","Hair, fine","2018","2018","1000 US$","145","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","233","Hazelnuts, shelled","2018","2018","tonnes","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","233","Hazelnuts, shelled","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","225","Hazelnuts, with shell","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","225","Hazelnuts, with shell","2018","2018","1000 US$","6","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","225","Hazelnuts, with shell","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","225","Hazelnuts, with shell","2018","2018","1000 US$","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1216","Hides nes","2018","2018","tonnes","1703","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1216","Hides nes","2018","2018","1000 US$","5618","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","920","Hides, cattle, wet salted","2018","2018","tonnes","906","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","920","Hides, cattle, wet salted","2018","2018","1000 US$","2727","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","920","Hides, cattle, wet salted","2018","2018","tonnes","40","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","920","Hides, cattle, wet salted","2018","2018","1000 US$","129","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1182","Honey, natural","2018","2018","tonnes","475","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1182","Honey, natural","2018","2018","1000 US$","2231","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","1182","Honey, natural","2018","2018","tonnes","967","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","1182","Honey, natural","2018","2018","1000 US$","6998","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","677","Hops","2018","2018","tonnes","10","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","677","Hops","2018","2018","1000 US$","294","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","677","Hops","2018","2018","tonnes","257","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","677","Hops","2018","2018","1000 US$","406","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5608","Import Quantity","1096","Horses","2018","2018","Head","167","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","1096","Horses","2018","2018","tonnes","0","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","1096","Horses","2018","2018","1000 US$","479","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","910","Ice cream and edible ice","2018","2018","tonnes","388","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","910","Ice cream and edible ice","2018","2018","1000 US$","1533","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","910","Ice cream and edible ice","2018","2018","tonnes","109","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","910","Ice cream and edible ice","2018","2018","1000 US$","251","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","109","Infant food","2018","2018","tonnes","23361","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","109","Infant food","2018","2018","1000 US$","115856","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","109","Infant food","2018","2018","tonnes","2031","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","109","Infant food","2018","2018","1000 US$","8275","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","519","Juice, apple, concentrated","2018","2018","tonnes","521","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","519","Juice, apple, concentrated","2018","2018","1000 US$","626","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","519","Juice, apple, concentrated","2018","2018","tonnes","4294","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","519","Juice, apple, concentrated","2018","2018","1000 US$","2058","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","518","Juice, apple, single strength","2018","2018","tonnes","3","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","518","Juice, apple, single strength","2018","2018","1000 US$","4","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","514","Juice, citrus, concentrated","2018","2018","tonnes","95","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","514","Juice, citrus, concentrated","2018","2018","1000 US$","133","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5910","Export Quantity","514","Juice, citrus, concentrated","2018","2018","tonnes","254","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5922","Export Value","514","Juice, citrus, concentrated","2018","2018","1000 US$","217","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","513","Juice, citrus, single strength","2018","2018","tonnes","2","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5622","Import Value","513","Juice, citrus, single strength","2018","2018","1000 US$","1","","Official data"
"TCL","Crops and livestock products","165","Pakistan","5610","Import Quantity","622","Juice, fruit nes","2018","2018","tonnes","2451","","Official data"
